id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
3655	reutilization	0.3523	0.431	6	156	208	14	2016.1429
3656	revenue	-0.45	0.5736	2	227	316	28	2015.6429
3657	reversal	-0.1921	-0.7511	1	112	153	13	2014.4615
3658	reverse	0.1876	-0.4909	4	149	156	11	2017.3636
3659	rgo	2.1261	-0.0485	3	216	427	17	2018.1765
3660	rhamnose	-0.3233	-0.2858	1	161	188	14	2015.8571
3661	rhizopus	0.1488	0.3145	6	133	184	13	2016.9231
3662	rhizopus oryzae	0.4293	0.4431	6	219	450	28	2013
3663	rhizopus oryzae lipase	0.6055	0.497	6	156	282	17	2015.2941
3664	rhizosphere	-0.432	-0.2667	4	114	136	10	2014.1
3665	rhodosporidium toruloide	-0.5436	-0.2505	1	315	581	40	2016.675
3666	rhodotorula	-0.6772	-0.1199	1	182	271	20	2017.3
3667	rhodotorula glutinis	-0.6929	0.0011	1	168	274	21	2014.3333
3668	riboflavin	0.4743	-0.2961	3	121	141	11	2014.9091
3669	rice	-0.4273	-0.1599	2	783	1508	113	2016.1947
3670	rice plant	-0.4639	-0.1694	2	168	240	18	2015.2778
3671	rice straw hydrolysate	-0.2361	0.1681	2	201	250	21	2016.5714
3672	richness	-0.5532	0.134	5	321	439	31	2017.0968
3673	ricinus communi	-0.4128	-0.063	1	116	137	10	2015.6
3674	ricinus communis	-0.4453	-0.0933	1	149	189	13	2013.5385
3675	rml	0.6272	0.4496	6	160	277	14	2016.8571
3676	rna	-0.487	-0.556	1	565	939	60	2015.2
3677	rna interference	-0.6662	-0.6195	1	182	269	15	2013.8
3678	rna seq	-0.5515	-0.6732	1	550	995	54	2016.0926
3679	rna seq analysis	-0.6572	-0.5789	1	173	223	13	2016.9231
3680	rna seq data	-0.7017	-0.6157	1	185	254	13	2015.4615
3681	rna sequencing	-0.564	-0.6428	1	282	417	24	2016.375
3682	rnai	-0.6481	-0.5231	1	203	350	20	2014.3
3683	road	-0.0948	0.1425	2	143	159	14	2014.9286
3684	robust growth	-0.6212	-0.2499	1	130	154	11	2017.0909
3685	roi	-0.446	0.6727	2	106	148	10	2016.9
3686	room temperature	0.588	0.2532	3	828	1511	111	2014.7297
3687	root	-0.6277	-0.2451	1	777	1508	120	2015.9
3688	ros	-0.5274	-0.4473	1	313	506	37	2016.4054
3689	rotation	-0.5727	0.1529	2	328	488	41	2014
3690	rpm	0.0511	0.5001	6	989	2246	169	2015.5385
3691	rrna	-0.2888	-0.0836	5	305	389	30	2015.1333
3692	rrna gene	-0.4727	0.1668	5	419	708	51	2015.2745
3693	rrna gene sequence	-0.31	-0.0429	5	172	202	14	2014.6429
3694	rrna gene sequencing	-0.2284	-0.1006	4	209	246	19	2017.1579
3695	rsm	0.0149	0.6186	6	987	2871	188	2015.633
3696	rt pcr	-0.6311	-0.6197	1	266	349	19	2013.8421
3697	rt qpcr	-0.6349	-0.4348	1	189	249	17	2016.5294
3698	rubisco	-0.5013	-0.5234	1	298	417	30	2015.6
3699	ruman	-0.2088	-0.18	4	407	695	50	2015.38
3700	ruminant	-0.405	0.0029	4	173	209	18	2014.5556
3701	ruminococcus	-0.1808	0.0786	5	144	168	12	2016.6667
3702	rut c30	-0.1199	-0.3715	4	236	390	29	2015.2759
3703	s cerevisiae strain	-0.2989	-0.3508	1	383	675	51	2015.1961
3704	s g	-0.4548	0.0798	2	222	351	25	2016.52
3705	s g ratio	-0.5019	0.0141	2	288	477	32	2015.75
3706	s n	1.9144	-0.0857	3	290	650	27	2014.3704
3707	s obliquus	-0.8098	0.1702	1	141	205	15	2015.6
3708	s stipitis	-0.2527	-0.1888	2	84	111	11	2014.6364
3709	saa	-0.176	0.625	2	133	192	12	2013.6667
3710	saccharification efficiency	-0.2554	0.0228	2	596	1118	82	2016.1463
3711	saccharification potential	-0.2779	0.0095	2	157	201	18	2016.1111
3712	saccharification rate	-0.0903	0.3858	2	171	196	16	2014.5
3713	saccharification yield	-0.2097	0.2574	2	613	1077	80	2015.6375
3714	saccharomyces cerevisiae strain	-0.3047	-0.1714	1	456	786	63	2015.4286
3715	saccharum	-0.6816	-0.3536	1	156	188	13	2015.7692
3716	saccharum spontaneum	-0.3169	0.3273	2	123	144	10	2015.4
3717	saccharum spp	-0.6647	-0.1092	2	198	265	23	2016.1304
3718	salicylic acid	-0.481	-0.4997	1	140	167	13	2016.6154
3719	saline	0.5147	-0.2074	3	287	386	22	2016.5909
3720	salinity	-0.7442	-0.2189	1	687	1334	98	2016.0306
3721	salinity stress	-0.8198	-0.2476	1	223	331	21	2017.7143
3722	salinity tolerance	-0.7326	-0.4023	1	113	147	10	2015.8
3723	salix	-0.6288	0.4335	2	124	141	10	2013.4
3724	salt stress	-0.7457	-0.489	1	387	731	40	2016.35
3725	salt tolerance	-0.4878	-0.3252	1	279	444	31	2016.6452
3726	sam	1.4705	-0.3014	3	171	264	14	2014.2143
3727	saponifiable lipid	-0.2492	0.2547	6	118	185	10	2015.5
3728	satisfactory result	0.6527	0.1153	3	161	185	11	2015.0909
3729	saturated fatty acid	-0.7583	-0.0948	1	513	1030	65	2016.1231
3730	saving	-0.3763	0.4345	2	593	1004	93	2014.7849
3731	sba	0.6861	0.4387	6	207	298	18	2015.4444
3732	sbp	-0.3569	0.4505	2	223	291	24	2014.5
3733	scaffold	0.7152	-0.4326	3	508	809	51	2014.9608
3734	scaffoldin	0.3348	-0.4161	4	180	286	23	2016.1739
3735	scan rate	2.0919	-0.0798	3	257	612	26	2015.2692
3736	scanning electron microscope	0.4155	0.2647	2	238	309	20	2018.25
3737	scanning electron microscopy	0.6582	0.307	3	561	859	57	2015.8772
3738	scb	-0.1713	0.4761	2	507	917	63	2017.1429
3739	sce	1.8691	-0.0983	3	314	557	26	2012.3846
3740	scenario	-0.4655	0.5053	2	1088	2772	248	2015.6815
3741	scenedesmus	-0.7052	0.0528	1	497	921	70	2016.4714
3742	scenedesmus obliquus	-0.805	0.0413	1	310	548	42	2015.4524
3743	scenedesmus sp	-0.8304	-0.0404	1	163	242	18	2017.2222
3744	scg	0.122	0.6819	2	93	114	11	2017.1818
3745	scheffersomyces	-0.303	0.0528	2	142	182	13	2014.6154
3746	scheffersomyces stipitis	-0.2669	-0.1111	2	227	315	29	2015.1379
3747	schizochytrium	-0.6801	-0.2111	1	102	139	10	2016.9
3748	sco	-0.6508	-0.0132	1	238	459	33	2015.9697
3749	scod	-0.5506	0.7572	5	174	275	20	2016.5
3750	scw	-0.4346	-0.0413	2	151	202	14	2015.0714
3751	sds	0.3085	-0.0447	4	373	626	35	2016.3143
3752	sds page	0.2844	-0.2978	4	378	740	42	2015.619
3753	sds page analysis	0.2783	-0.1429	4	192	290	15	2016.7333
3754	season	-0.7452	0.0515	2	666	1220	103	2015.9223
3755	seasonal variation	-0.7253	0.1546	2	107	130	10	2015.7
3756	second generation bioethanol	-0.3734	0.4135	2	374	551	56	2015.5357
3757	second generation bioethanol production	-0.3826	0.2879	2	352	518	45	2015.7778
3758	second generation biorefinery	-0.1507	0.2625	2	135	152	10	2016.1
3759	second generation ethanol production	-0.3161	0.2757	2	374	532	45	2016.5333
3760	second stage	-0.3909	0.2893	2	328	438	34	2015.4706
3761	secondary cell wall	-0.4193	-0.3295	2	338	662	41	2015.4634
3762	secondary metabolism	-0.5138	-0.6294	1	174	230	16	2015.9375
3763	secondary structure	0.8022	-0.1491	3	242	296	22	2015.1818
3764	secondary wall	-0.3064	-0.4131	4	168	266	20	2013.3
3765	secreted enzyme	0.05	-0.2806	4	118	130	11	2015.6364
3766	secreted protein	-0.048	-0.4794	4	254	345	21	2015.7619
3767	secretome	0.0183	-0.2933	4	473	969	71	2016.2535
3768	security	-0.2548	0.2435	2	472	681	71	2014.4789
3769	seed cake	-0.4713	0.2684	5	131	175	15	2014.0667
3770	seed development	-0.7743	-0.6486	1	259	465	24	2015.625
3771	seed germination	-0.5791	-0.2185	1	196	236	20	2016.25
3772	seed oil	-0.2575	0.0639	6	664	1634	99	2015.5859
3773	seed oil content	-0.7163	-0.5735	1	233	440	26	2016.1923
3774	seed weight	-0.6758	-0.4532	1	136	189	12	2015.8333
3775	seed yield	-0.7609	-0.3527	1	268	470	32	2015.4375
3776	seedling	-0.7108	-0.4015	1	476	851	57	2014.5088
3777	self	1.2212	-0.0658	3	1155	3882	253	2015.7273
3778	self assembly	1.3481	0.0326	3	219	322	19	2015.0526
3779	sem	0.5701	0.4192	2	1430	4374	259	2016.7876
3780	sem analysis	0.1622	0.4252	2	288	371	25	2017
3781	sem image	0.3399	0.4888	2	147	183	13	2016
3782	semi	-0.4418	0.3331	5	359	489	34	2013.9412
3783	semi arid region	-0.7008	0.0722	2	114	124	11	2016.2727
3784	semi continuous mode	-0.6465	0.3964	5	138	162	11	2017.3636
3785	senescence	-0.7504	-0.2514	1	250	354	27	2015.2963
3786	sensing	1.4297	-0.2288	3	547	1224	73	2015.863
3787	sensitivity	0.9041	-0.1225	3	1257	3364	209	2014.9522
3788	sensitivity analysis	-0.4918	0.52	2	457	894	86	2015.9186
3789	sensor	1.5166	-0.1925	3	733	2365	149	2014.8255
3790	separate hydrolysis	-0.2295	0.4428	2	666	1482	104	2016.0192
3791	separator	1.3186	0.1428	3	235	398	22	2012
3792	sequence analysis	-0.0161	-0.3539	4	504	820	63	2014.9524
3793	sequence identity	0.0704	-0.4303	4	384	516	31	2014.7742
3794	sequence similarity	-0.1594	-0.4459	4	254	319	25	2015.08
3795	sequence tag	-0.6605	-0.7255	1	191	288	17	2011.8824
3796	sequencing	-0.4517	-0.2809	1	1364	3529	229	2015.9825
3797	sequential pretreatment	-0.1637	0.6938	2	121	147	11	2017.5455
3798	sequestration	-0.5774	0.1057	2	337	491	48	2014.875
3799	serum	0.8375	-0.0189	3	272	393	25	2013.64
3800	sesquiterpene	-0.2785	-0.6469	1	205	298	22	2017.1364
3801	severe condition	0.0271	0.5055	2	129	160	12	2016.3333
3802	severity	-0.2573	0.4828	2	561	974	77	2014.974
3803	severity factor	-0.3304	0.669	2	235	363	29	2015.4138
3804	sewage	-0.6837	0.3878	5	175	214	19	2013.6842
3805	sewage sludge	-0.5013	0.6281	5	473	991	81	2015.8765
3806	sfa	-0.8123	-0.1227	1	174	293	21	2017.4762
3807	shake flask culture	-0.1126	-0.4384	1	207	261	20	2015.4
3808	shake flask experiment	-0.4227	-0.1179	1	120	156	13	2014.3846
3809	shape	0.5338	-0.1256	3	550	766	53	2015.4151
3810	she	0.9802	0.0065	3	127	178	11	2013.8182
3811	sheet	0.797	-0.2426	3	427	645	40	2014.5
3812	shf	-0.2314	0.4846	2	543	1151	81	2016.037
3813	shoot	-0.6477	-0.2096	1	377	683	57	2015.9649
3814	short chain	0.2423	-0.5348	4	145	156	11	2014.0909
3815	short chain alcohol	0.2419	-0.0458	6	282	399	27	2013.5185
3816	short circuit	1.8116	-0.0902	3	143	214	12	2016.75
3817	short circuit current density	2.0131	-0.1428	3	211	442	20	2012.15
3818	side reaction	0.5197	0.4837	6	140	185	15	2014.9333
3819	signal	0.7618	-0.2016	3	1113	2494	165	2014.7697
3820	signal peptide	0.0293	-0.4971	4	367	556	34	2015.5882
3821	signal transduction	-0.1619	-0.5893	1	281	383	20	2016.35
3822	significant activity	0.1728	-0.1973	4	139	154	11	2015.2727
3823	significant factor	0.0222	0.5238	2	326	446	33	2015.2727
3824	significant loss	0.4531	0.4601	6	374	662	43	2015.8605
3825	silage	-0.4528	0.4513	2	414	633	58	2015.6379
3826	silica	0.4724	0.471	6	446	789	57	2015.5088
3827	silico	-0.285	-0.5914	1	235	284	21	2015.619
3828	silico analysis	-0.0566	-0.5631	4	255	307	18	2017.5
3829	silicon	0.3785	-0.0583	3	196	220	14	2013.3571
3830	simple	0.6326	0.0089	3	406	537	39	2016.3846
3831	simple method	0.6994	-0.0186	3	203	225	17	2014.8824
3832	simple process	0.81	0.2713	6	182	227	13	2014.6154
3833	simultaneous consumption	-0.3886	-0.4119	1	103	133	11	2015.0909
3834	simultaneous fermentation	-0.2398	0.0227	2	131	152	15	2015.8667
3835	simultaneous hydrolysis	-0.0628	0.2607	2	104	115	11	2016.5455
3836	simultaneous saccharification	-0.2547	0.4316	2	1402	5165	437	2014.5995
3837	simultaneous utilization	-0.4108	-0.2502	1	124	158	15	2014.0667
3838	single	1.1418	-0.1169	3	308	442	23	2013.6522
3839	single cell oil	-0.6465	-0.0413	1	345	678	49	2015.3673
3840	single cell oil production	-0.6893	-0.0747	1	104	148	13	2017.2308
3841	single enzyme	0.8332	-0.318	3	239	296	24	2013.0833
3842	single gene	-0.6355	-0.6056	1	148	184	12	2015.1667
3843	single nucleotide polymorphism	-0.5747	-0.5644	1	268	519	32	2016.1562
3844	single walled carbon nanotube	1.9038	-0.154	3	429	1255	59	2012.4068
3845	size exclusion chromatography	0.0959	0.0295	4	249	331	24	2014.4583
3846	size reduction	-0.1065	0.6411	2	230	344	32	2014.375
3847	skin	0.7969	0.0871	3	195	258	26	2016.3462
3848	sludge	-0.491	0.6155	5	959	2967	246	2015.6626
3849	slurry	-0.3614	0.4955	2	860	1635	138	2015.2899
3850	small angle x ray scattering	0.5276	-0.3397	4	119	135	12	2016.3333
3851	small number	-0.3151	-0.3186	4	111	122	12	2015.5833
3852	small size	0.8335	-0.2529	3	128	140	10	2015.7
3853	sms	-0.2246	0.4514	5	126	157	11	2016.5455
3854	snp	-0.6322	-0.5057	1	305	645	38	2016.2368
3855	so2	-0.3498	0.7129	2	119	157	13	2012.6154
3856	soap	-0.1511	0.3181	6	199	297	19	2015.4737
3857	soc	-0.7407	0.2373	2	173	312	26	2016.0385
3858	sod	-0.5626	-0.3971	1	207	376	23	2015.3043
3859	sodium acetate	-0.685	-0.1255	1	178	222	17	2015.5882
3860	sodium alginate	0.4524	0.1711	6	148	170	12	2015.5833
3861	sodium bicarbonate	-0.3344	0.0335	1	156	180	14	2016.7857
3862	sodium carbonate	-0.3556	0.3237	2	126	158	12	2017.75
3863	sodium dodecyl sulfate polyacrylamide gel electrophoresis	0.2219	-0.209	4	154	225	14	2015.6429
3864	sodium hydroxide	-0.1844	0.6229	2	652	1370	107	2015.5234
3865	sodium hydroxide pretreatment	-0.3457	0.7283	2	111	146	12	2015.4167
3866	sodium nitrate	-0.7722	-0.0331	1	136	187	14	2016.2857
3867	softwood	-0.1647	0.4291	2	489	891	70	2014.8143
3868	softwood species	-0.2092	0.5226	2	131	164	11	2015.0909
3869	soil amendment	-0.5473	0.2599	2	197	275	28	2015.2857
3870	soil c	-0.7371	0.2058	2	111	161	15	2014.8
3871	soil carbon	-0.7266	0.1914	2	102	135	14	2016.2143
3872	soil erosion	-0.7133	0.2563	2	83	99	12	2014.8333
3873	soil fertility	-0.6833	0.1832	2	191	231	20	2015.15
3874	soil microbial community	-0.6462	0.1608	2	158	208	18	2016.7222
3875	soil microorganism	-0.6075	0.1333	2	103	126	13	2015.6923
3876	soil organic carbon	-0.7409	0.2228	2	177	305	25	2016.16
3877	soil organic matter	-0.6519	0.1933	2	168	234	21	2015.381
3878	soil ph	-0.663	0.0681	2	154	224	20	2016.9
3879	soil property	-0.6971	0.158	2	155	209	18	2013.7222
3880	soil quality	-0.67	0.1834	2	182	287	27	2014.8519
3881	soil sample	-0.5314	0.0664	2	332	466	41	2016.2439
3882	soil type	-0.6501	0.2074	2	122	161	13	2014.5385
3883	sole substrate	-0.3865	0.0887	5	153	185	15	2016
3884	solid	-0.2704	0.5701	2	1218	3037	242	2015.1033
3885	solid acid	0.1395	0.644	2	197	295	23	2015.6522
3886	solid acid catalyst	0.3243	0.5745	6	221	394	29	2015.7931
3887	solid biofuel	-0.2326	0.5234	2	236	340	38	2017.6053
3888	solid catalyst	0.3598	0.7368	6	199	335	23	2015.3913
3889	solid concentration	-0.4568	0.6928	2	220	312	22	2014.1818
3890	solid content	-0.3614	0.6456	2	264	364	31	2015.5161
3891	solid digestate	-0.6193	0.6106	5	93	123	10	2017.5
3892	solid fraction	-0.3237	0.6522	2	457	795	60	2015.9
3893	solid fuel	-0.2034	0.6186	2	157	228	21	2017.4286
3894	solid liquid separation	-0.2172	0.6033	2	130	157	14	2015.2143
3895	solid loading	-0.2663	0.6254	2	552	1172	85	2016.6824
3896	solid medium	-0.5787	-0.4532	1	140	203	11	2017.0909
3897	solid phase	-0.1919	0.6139	2	255	331	28	2016.7143
3898	solid ratio	-0.1694	0.7256	2	180	249	20	2015.7
3899	solid residue	-0.1979	0.5828	2	590	1006	82	2015.0732
3900	solid state anaerobic digestion	-0.5769	0.763	5	129	227	19	2015.5789
3901	solid state fermentation	-0.0479	0.204	4	731	1676	152	2015.3618
3902	solid support	0.9293	-0.0415	3	135	187	13	2012.6923
3903	solid waste	-0.3542	0.6603	5	408	624	53	2016.3396
3904	solids content	-0.44	0.6834	2	312	448	37	2015.1351
3905	solids loading	-0.2715	0.6019	2	361	626	44	2015.6591
3906	solids reduction	-0.5175	0.7366	5	102	158	14	2014.7143
3907	solubilisation	-0.4472	0.7452	5	246	406	31	2015.871
3908	solubilization	-0.2904	0.5681	2	824	1693	133	2016.2932
3909	soluble chemical oxygen demand	-0.4905	0.8034	5	149	235	17	2016.5882
3910	soluble form	0.2578	-0.1699	4	167	189	11	2016.4545
3911	soluble starch	-0.0719	-0.0447	4	185	219	15	2015.4667
3912	solvent free system	0.4446	0.5341	6	301	699	44	2014.8409
3913	solvent production	-0.3687	-0.4537	1	240	413	32	2015.0938
3914	solvent recovery	-0.4264	0.4472	2	117	132	12	2016.3333
3915	solventogenesis	-0.3732	-0.3909	1	230	377	28	2015.5714
3916	solventogenic clostridia	-0.2541	-0.3937	1	123	182	13	2015.0769
3917	sorghum	-0.5796	0.0398	2	1016	2156	174	2015.046
3918	sorghum bicolor	-0.7067	-0.1874	2	397	687	47	2015.0851
3919	sorghum stalk	-0.4978	0.4578	2	98	129	11	2016.5455
3920	south africa	-0.5875	0.409	2	140	161	14	2014.3571
3921	soxhlet extraction	-0.3522	0.5241	6	123	164	13	2017.3077
3922	soybean meal	-0.3341	0.211	2	165	211	21	2014.9048
3923	soybean oil	0.3472	0.4818	6	587	1613	114	2014.5088
3924	spain	-0.5333	0.3951	2	178	190	16	2012.4375
3925	special issue	-0.2144	-0.7348	1	118	141	11	2013
3926	specific activity	0.348	-0.2699	4	957	2078	137	2015.5474
3927	specific gene	-0.4258	-0.6313	1	223	297	18	2016.3333
3928	specific gravity	-0.0295	0.5646	6	143	214	12	2014.5
3929	specific growth rate	-0.5983	-0.1222	1	705	1229	111	2015.8108
3930	specific methane yield	-0.6216	0.6358	2	153	226	19	2015.2632
3931	specific productivity	-0.269	-0.3181	1	157	187	18	2013.5556
3932	specific surface area	0.4431	0.4834	2	375	562	43	2015.8605
3933	specification	-0.0692	0.6011	6	519	1128	68	2015.1618
3934	sporl	-0.1202	0.6995	2	115	245	16	2012.4375
3935	sporulation	-0.3386	-0.4176	1	256	363	24	2016.3333
3936	spring	-0.6347	0.1145	2	291	378	29	2015.7241
3937	spruce	-0.2182	0.4782	2	395	622	44	2014.1364
3938	squalene	-0.4654	-0.3489	1	172	232	18	2016.2778
3939	squares regression	-0.3683	0.2389	2	86	106	12	2015.75
3940	srt	-0.6789	0.7833	5	128	191	12	2015.5833
3941	ss ad	-0.5712	0.7624	5	84	141	11	2016.5455
3942	ssb	-0.176	0.6564	2	173	264	20	2016.25
3943	sscf	-0.3115	0.4567	2	269	501	36	2014.7778
3944	ssf	-0.176	0.4302	2	1275	4177	353	2015
3945	ssf process	-0.2017	0.4534	2	385	672	54	2014.8333
3946	ssr	-0.7452	-0.4973	1	134	198	12	2014.25
3947	stability	0.6692	0.0061	3	2567	10923	724	2015.2762
3948	stacking	1.1869	-0.2324	3	240	337	18	2016.4444
3949	stage fermentation process	-0.2391	0.3286	5	92	104	10	2013.4
3950	stage process	-0.468	0.4418	5	302	416	31	2015.6452
3951	standard	-0.2164	0.3978	6	976	2231	152	2015.9934
3952	standard deviation	0.43	0.3549	2	221	259	21	2011.8571
3953	starch accumulation	-0.7949	-0.5472	1	257	451	32	2016.1875
3954	starch biosynthesis	-0.8593	-0.6702	1	177	287	17	2015.8235
3955	starch content	-0.702	-0.2357	1	382	619	48	2014.5417
3956	starch degradation	-0.5554	-0.5175	1	195	272	16	2015.75
3957	starch metabolism	-0.7771	-0.6462	1	171	243	15	2015.5333
3958	starch synthesis	-0.8699	-0.5899	1	187	281	16	2015.4375
3959	start	-0.3611	0.3507	5	428	683	55	2013.6909
3960	starvation	-0.7571	-0.442	1	416	657	44	2016.0227
3961	stationary growth phase	-0.7504	-0.4995	1	171	219	14	2016.1429
3962	stationary phase	-0.591	-0.4399	1	580	999	75	2014.5067
3963	statistical experimental design	-0.0265	0.2494	6	131	157	13	2015.9231
3964	statistical model	-0.0777	0.5868	6	158	210	16	2017.25
3965	statistical optimization	-0.1974	0.3557	2	253	346	26	2016.8462
3966	steam	-0.265	0.5019	2	928	2123	181	2014.3702
3967	steam explosion	-0.3248	0.6619	2	701	1624	127	2016.1811
3968	steam explosion pretreatment	-0.2806	0.6115	2	351	622	50	2015.68
3969	steam pretreatment	-0.2697	0.6679	2	253	433	33	2013.2424
3970	steam treatment	-0.1707	0.666	2	124	155	13	2013.3077
3971	stearic acid	-0.5925	0.09	1	452	907	53	2015.9811
3972	stem	-0.5673	-0.1781	2	994	2318	164	2015.1829
3973	stem internode	-0.7228	-0.41	1	118	159	10	2015.3
3974	stem tissue	-0.6517	-0.4033	1	194	264	14	2014.5714
3975	step addition	0.6823	0.4415	6	114	193	12	2014
3976	step method	0.1557	0.4659	6	148	210	13	2016
3977	sterol	-0.4727	-0.4133	1	220	270	19	2016.2632
3978	stillage	-0.4141	0.6261	2	296	487	43	2015.7209
3979	stomatal conductance	-0.7763	-0.3023	1	142	234	18	2014.3333
3980	storage lipid	-0.7851	-0.5243	1	264	373	22	2014.1364
3981	storage stability	1.2885	0.1534	3	284	404	20	2015.55
3982	strain development	-0.2902	-0.451	1	250	315	24	2015.25
3983	strain engineering	-0.1964	-0.6277	1	205	247	19	2017.7368
3984	strain improvement	-0.2835	-0.4824	1	329	469	40	2014.875
3985	strain selection	-0.6454	-0.3434	1	192	231	20	2016.45
3986	strand	0.1668	-0.3331	4	240	286	20	2016.05
3987	streptomyces	0.0975	-0.2995	4	266	368	27	2015.5185
3988	stress	-0.5769	-0.4243	1	1451	3910	284	2015.9049
3989	stress condition	-0.6756	-0.4692	1	632	1183	82	2016.1829
3990	stress response	-0.5836	-0.5976	1	697	1439	92	2016.1957
3991	stress tolerance	-0.6379	-0.4896	1	547	1003	69	2016.2319
3992	stressor	-0.6615	-0.3881	1	225	277	19	2016.8947
3993	strong influence	0.2303	0.3919	2	117	127	10	2014.2
3994	strong interaction	0.2652	0.3155	5	143	151	10	2014.5
3995	structural basis	0.4214	-0.5209	4	190	248	23	2016
3996	structural carbohydrate	-0.5826	-0.054	2	236	305	23	2016
3997	structural information	0.1738	-0.5233	4	141	172	17	2014.9412
3998	structural insight	0.4016	-0.399	4	165	211	18	2016.3333
3999	structural integrity	0.7123	-0.2631	3	170	200	14	2014
4000	structural modification	0.1531	0.3401	2	190	225	17	2016.1176
4001	structural study	0.1688	-0.5626	4	131	146	11	2013.9091
4002	subcritical water	-0.2322	0.5022	2	162	225	20	2015.7
4003	subfamily	-0.0444	-0.5371	4	285	402	28	2016.2143
4004	subsequent enzymatic hydrolysis	-0.1129	0.6217	2	438	789	59	2015.5254
4005	subsequent enzymatic saccharification	-0.202	0.6281	2	132	164	13	2014.6154
4006	subsequent hydrolysis	-0.0777	0.4379	2	175	220	17	2013.5294
4007	subset	-0.5039	-0.4879	1	421	555	38	2015.2105
4008	subsidy	-0.4624	0.5951	2	164	259	23	2010.0435
4009	subsite	0.4088	-0.4377	4	134	213	17	2013.5882
4010	substrate binding	0.3101	-0.5469	4	203	327	28	2016.1071
4011	substrate composition	-0.3533	0.3312	5	180	204	15	2016.5333
